operator,tenure_type,tenure_no,field,reservoir,basin,period,metric,value
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2010,Water (ML),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2010,No. of wells producing petroleum,NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2010,Total gas produced (Mm3),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2010,Gas flared or vented (Mm3),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2010,Gas used in production (Mm3),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2010,Water (ML),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2010,No. of wells producing petroleum,NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,Total gas produced (Mm3),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,Gas flared or vented (Mm3),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,Gas used in production (Mm3),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,Water (ML),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,No. of wells producing petroleum,NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2011,Total gas produced (Mm3),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2011,Gas flared or vented (Mm3),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2011,Gas used in production (Mm3),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2011,Water (ML),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2011,No. of wells producing petroleum,NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2012,Total gas produced (Mm3),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2012,Gas flared or vented (Mm3),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2012,Gas used in production (Mm3),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2012,Water (ML),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2012,No. of wells producing petroleum,NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2012,Total gas produced (Mm3),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2012,Gas flared or vented (Mm3),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2012,Gas used in production (Mm3),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2012,Water (ML),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2012,No. of wells producing petroleum,NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2013,Total gas produced (Mm3),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2013,Gas flared or vented (Mm3),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2013,Gas used in production (Mm3),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2013,Water (ML),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2013,No. of wells producing petroleum,NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2013,Total gas produced (Mm3),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2013,Gas flared or vented (Mm3),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2013,Gas used in production (Mm3),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2013,Water (ML),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2013,No. of wells producing petroleum,NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,Total gas produced (Mm3),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,Gas flared or vented (Mm3),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,Gas used in production (Mm3),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,Water (ML),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,No. of wells producing petroleum,NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,Total gas produced (Mm3),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,Gas flared or vented (Mm3),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,Gas used in production (Mm3),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,Water (ML),NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,No. of wells producing petroleum,NA
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,Total gas produced (Mm3),46.76
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,Gas flared or vented (Mm3),16.5
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,Gas used in production (Mm3),0
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,Water (ML),507.2055
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,No. of wells producing petroleum,65
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,Total gas produced (Mm3),56.13
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,Gas flared or vented (Mm3),0
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,Gas used in production (Mm3),0
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,Water (ML),474.8721
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,No. of wells producing petroleum,72
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2016,Total gas produced (Mm3),80.52
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2016,Gas flared or vented (Mm3),0
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2016,Gas used in production (Mm3),0
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2016,Water (ML),441.7059
Santos Ltd,PL,314,Roma CSG (Roma WO),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2016,No. of wells producing petroleum,78
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2005,Total gas produced (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2005,Gas flared or vented (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2005,Gas used in production (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2005,Water (ML),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2005,No. of wells producing petroleum,NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2005,Total gas produced (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2005,Gas flared or vented (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2005,Gas used in production (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2005,Water (ML),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2005,No. of wells producing petroleum,NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2006,Total gas produced (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2006,Gas flared or vented (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2006,Gas used in production (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2006,Water (ML),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2006,No. of wells producing petroleum,NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2006,Total gas produced (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2006,Gas flared or vented (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2006,Gas used in production (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2006,Water (ML),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2006,No. of wells producing petroleum,NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2007,Total gas produced (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2007,Gas flared or vented (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2007,Gas used in production (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2007,Water (ML),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2007,No. of wells producing petroleum,NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2007,Total gas produced (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2007,Gas flared or vented (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2007,Gas used in production (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2007,Water (ML),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2007,No. of wells producing petroleum,NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2008,Total gas produced (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2008,Gas flared or vented (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2008,Gas used in production (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2008,Water (ML),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2008,No. of wells producing petroleum,NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2008,Total gas produced (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2008,Gas flared or vented (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2008,Gas used in production (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2008,Water (ML),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2008,No. of wells producing petroleum,NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2009,Total gas produced (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2009,Gas flared or vented (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2009,Gas used in production (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2009,Water (ML),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2009,No. of wells producing petroleum,NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2009,Total gas produced (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2009,Gas flared or vented (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2009,Gas used in production (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2009,Water (ML),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2009,No. of wells producing petroleum,NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2010,Total gas produced (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2010,Gas flared or vented (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2010,Gas used in production (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2010,Water (ML),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2010,No. of wells producing petroleum,NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2010,Total gas produced (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2010,Gas flared or vented (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2010,Gas used in production (Mm3),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2010,Water (ML),NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2010,No. of wells producing petroleum,NA
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,Total gas produced (Mm3),0
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,Gas flared or vented (Mm3),0
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,Gas used in production (Mm3),0
Santos Ltd,PL,315,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,Water (ML),42.52
